Input Term,isAcronym,Extracted Term,isDescription,Description,Context
Abiotic (factor),False,,False,,
Absolute Dating,False,,False,,
Accessory Pigment,False,,False,,
Acid,False,,False,,
Acid Rain,False,,False,,
Activation Energy,False,,False,,
Active Transport,False,,False,,
Adaptation,False,,False,,
Adaptive Radiation,False,,False,,
Adenosine  Triphosphate  (ATP),True,ATP,False,environmental niches Adenosine Triphosphate,"available, creates new challenges and opens environmental niches  Adenosine Triphosphate (ATP)  "
Adhesion,False,,False,,
Aerobic Respiration,False,,False,,
Agriculture,False,,False,,
Air Pollution,False,,False,,
Alcoholic  Fermentation,False,,False,,
Algal Bloom,False,,False,,
Allele,False,,False,,
Allele Frequency,False,,False,,
Allopatric  Speciation,False,,False,,
Amino Acid,False,,False,,
Anabolic Pathway,False,,False,,
Analogous Structure,False,,False,,
Anabolic Reaction,False,,False,,
Anaerobic Respiration,False,,False,,
Anaphase,False,,False,,
Anticodon,False,,False,,
Aphotic Zone,False,,False,,
Aquaporin,False,,False,,
Aquatic,False,,False,,
Artificial  Selection,False,,False,,
Asexual Reproduction,False,,False,,
Atom,False,,False,,
ATP (adenosine triphosphate),True,ATP,False,environmental niches Adenosine Triphosphate,"available, creates new challenges and opens environmental niches  Adenosine Triphosphate (ATP)  "
ATP synthase,True,ATP,False,environmental niches Adenosine Triphosphate,"available, creates new challenges and opens environmental niches  Adenosine Triphosphate (ATP)  "
Autosome,False,,False,,
Autotroph (producer),False,,False,,
Base,False,,False,,
Behavioral Isolation,False,,False,,
Beneficial Mutation,False,,False,,
Binary Fission,False,,False,,
Biochemical Conversion,False,,False,,
Biochemical Reaction,False,,False,,
Biodiversity,False,,False,,
Bioenergetics,False,,False,,
Bioflim,False,,False,,
Biogeochemical Cycles,False,,False,,
Biological Interactions,False,,False,,
Biological  Macromolecules,False,,False,,
Biology,False,,False,,
Biomass,False,,False,,
Biome,False,,False,,
Biosphere,False,,False,,
Biotechnology,False,,False,,
Biotic (factor),False,,False,,
Boiling Point,False,,False,,
Budding,False,,False,,
Buffer,False,,False,,
Calvin Cycle,False,,False,,
Cancer,False,,False,,
Capillary Action,False,,False,,
Carbohydrate,False,,False,,
Carbon Cycle,False,,False,,
Carnivore,False,,False,,
Carrier (Transport) Proteins,False,,False,,
Carrying Capacity (K),False,,False,,
Catabolic Pathway,False,,False,,
Catabolic Reaction,False,,False,,
Catalyst,False,,False,,
Cell,False,,False,,
Cell Cycle,False,,False,,
Cell Division,False,,False,,
Cell Theory,False,,False,,
Cellular  Respiration,False,,False,,
Cell Wall,False,,False,,
Central Dogma of Biology,False,,False,,
Centrioles,False,,False,,
Centromere,False,,False,,
Channel  protein,False,,False,,
Chargaffâ€™s Rules,False,,False,,
Chemical Bond,False,,False,,
Chemical Reaction,False,,False,,
Chemiosmosis,False,,False,,
Chemiosmotic gradient,False,,False,,
Chemoautotroph,False,,False,,
Chemosynthesis,False,,False,,
Chlorophyll,False,,False,,
Chloroplast,False,,False,,
Chromatid,False,,False,,
Chromatin,False,,False,,
Chromosomal Alteration (Mutation),False,,False,,
",",False,,False,,
Chromosomes,False,,False,,
Clade,False,,False,,
Climate,False,,False,,
Climax Community,False,,False,,
Cloning,False,,False,,
Co dominance,False,,False,,
Codon,False,,False,,
Coevolution,False,,False,,
Cohesion,False,,False,,
Commensalism,False,,False,,
Community (Ecological),False,,False,,
Comparative Anatomy,False,,False,,
Comparative Embryology,False,,False,,
Competition,False,,False,,
Competitive  Exclusion  Principle,False,,False,,
Complementary Base Pair,False,,False,,
Compound,False,,False,,
Compound Light Microscope,False,,False,,
Concentration,False,,False,,
Concentration Gradient,False,,False,,
Condensation,False,,False,,
Consumer (Heterotroph; Ecological),False,,False,,
Contractile Vacuole,False,,False,,
Convergent Evolution,False,,False,,
Coral,False,,False,,
Coral  Reef,False,,False,,
Cristae,False,,False,,
Crossing over,False,,False,,
Cytokinesis,False,,False,,
Cytolysis,False,,False,,
Cytoplasm,False,,False,,
Cytoskeleton,False,,False,,
Cytoplasmic streaming,False,,False,,
Cytosol,False,,False,,
Daughter Cell,False,,False,,
,False,,False,,
Dead Zone,False,,False,,
Deciduous Plant,False,,False,,
Decomposer,False,,False,,
Demographic Transition,False,,False,,
Density Dependent,False,,False,,
Density Independent,False,,False,,
Deoxyribonucleic Acid (DNA),True,DNA,False,,
Dependent Variable,False,,False,,
Detritivore,False,,False,,
Detritus,False,,False,,
Differentiation,False,,False,,
Diffusion,False,,False,,
Diploid,False,,False,,
Directional Selection,False,,False,,
Dispersal,False,,False,,
Disruptive selection,False,,False,,
Divergent Evolution,False,,False,,
DNA (deoxyribonucleic acid),True,DNA,False,,
DNA Fingerprinting,True,DNA,False,,
DNA Replication,True,DNA,False,,
Dominant Allele,False,,False,,
Double Helix,False,,False,,
Duplication,False,,False,,
Ecological pyramid,False,,False,,
Ecological Succession,False,,False,,
Ecology,False,,False,,
Ecosystem,False,,False,,
Editing,False,,False,,
Electrochemical  Gradient,False,,False,,
Electron Transport Chain (ETC),True,ETC,False,,
Elongation,False,,False,,
Embryology,False,,False,,
Emigration,False,,False,,
Endemic Species,False,,False,,
Endergonic Reactions,False,,False,,
Endocytosis,False,,False,,
Endomembrane System,False,,False,,
Endoplasmic Reticulum (ER),True,ER,False,,
Endosymbiosis,False,,False,,
Endosymbiotic  Theory,False,,False,,
Endothermic Reaction,False,,False,,
Energy,False,,False,,
Energy  Coupling,False,,False,,
Energy Pyramid,False,,False,,
Energy  Transformation,False,,False,,
Enthalpy,False,,False,,
Entropy,False,,False,,
Enzyme,False,,False,,
Estuary,False,,False,,
Eukaryote,False,,False,,
Eukaryotic Cell,False,,False,,
Evaporation,False,,False,,
Evidence,False,,False,,
Evolution,False,,False,,
Exergonic Reactions,False,,False,,
Exocytosis,False,,False,,
Exon,False,,False,,
Exothermic Reaction,False,,False,,
Exotic Species,False,,False,,
Experiment,False,,False,,
Exponential Growth,False,,False,,
Extinction,False,,False,,
Extracellular,False,,False,,
Facilitated Diffusion,False,,False,,
Fact,False,,False,,
Fermentation,False,,False,,
Fertilization,False,,False,,
Field  Studies,False,,False,,
Fitness,False,,False,,
Flaccid,False,,False,,
Food,False,,False,,
Food Chain,False,,False,,
Food Web,False,,False,,
Forensics,False,,False,,
Fossil Record,False,,False,,
Fossils,False,,False,,
Fossil Record,False,,False,,
Founder Effect,False,,False,,
Fragmentation,False,,False,,
Frame shift Mutation,False,,False,,
Free Energy,False,,False,,
reezing Point,False,,False,,
Freshwater Biome,False,,False,,
"Fungi (singular, Fungus)",False,,False,,
Galapagos Islands,False,,False,,
,False,,False,,
Gamete,False,,False,,
Gametogenesis,False,,False,,
Gated  Channel,False,,False,,
Gene,False,,False,,
Gene Cloning,False,,False,,
Gene Expression,False,,False,,
Gene Flow,False,,False,,
Gene Pool,False,,False,,
Gene Recombination,False,,False,,
Gene Splicing,False,,False,,
Gene Therapy,False,,False,,
Genetic  Code,False,,False,,
Genetic Disorder,False,,False,,
Genetic Drift,False,,False,,
Genetic  Engineering,False,,False,,
Genetically  Modified  Organism,False,,False,,
Genetic Disorder,False,,False,,
Genetic Drift,False,,False,,
,False,,False,,
Genetic Engineering,False,,False,,
,False,,False,,
Genetics,False,,False,,
Genetic Trait,False,,False,,
Genotype,False,,False,,
Geographic Isolation,False,,False,,
Geological Time Scale,False,,False,,
,False,,False,,
Germline Mutation,False,,False,,
,False,,False,,
Gibbs Free Energy,False,,False,,
Global Warming,False,,False,,
Glucose,False,,False,,
Glycogen,False,,False,,
Glycolysis,False,,False,,
Golgi  Apparatus,False,,False,,
Gradualism,False,,False,,
"Grana (Granum, singular)",False,,False,,
Greenhouse Effect,False,,False,,
Groundwater,False,,False,,
Growing Season,False,,False,,
Growth,False,,False,,
Habitat,False,,False,,
Habitat Loss,False,,False,,
,False,,False,,
Haploid,False,,False,,
Hardy-Weinberg Theorem,False,,False,,
Headwaters,False,,False,,
Herbivore,False,,False,,
Heterotroph (Consumer),False,,False,,
Heterozygote,False,,False,,
Heterozygous,False,,False,,
Hierarchy of Life,False,,False,,
,False,,False,,
Histones,False,,False,,
Homeostasis,False,,False,,
Homeostatic Mechanism,False,,False,,
Homologous Chromosomes,False,,False,,
Homologous Structure,False,,False,,
Homozygote,False,,False,,
Homozygous,False,,False,,
Human Genome,False,,False,,
Human Genome Project,False,,False,,
Humidity,False,,False,,
Hybrid,False,,False,,
Hydrogen  Bond,False,,False,,
Hydrothermal Vent,False,,False,,
Hypertonic,False,,False,,
Hypothesis,False,,False,,
Hypotonic,False,,False,,
Immigration,False,,False,,
Impermeable,False,,False,,
Independent Assortment,False,,False,,
Independent Variable,False,,False,,
Inference,False,,False,,
Inheritance,False,,False,,
Inheritance of Acquired Characteristics,False,,False,,
Initiation,False,,False,,
Innate Behavior,False,,False,,
Inorganic Molecules,False,,False,,
Integral Protein,False,,False,,
Interdependent,False,,False,,
,False,,False,,
Intermembrane  Space,False,,False,,
Interphase,False,,False,,
Interspecific Competition,False,,False,,
Intertidal Zone,False,,False,,
Intracellular,False,,False,,
Intraspecific Competition,False,,False,,
Intron,False,,False,,
Inversion,False,,False,,
Ion,False,,False,,
,False,,False,,
Ion Channel,False,,False,,
Isolating Mechanisms,False,,False,,
Isomers,False,,False,,
Isotonic,False,,False,,
Keystone Species,False,,False,,
Kinetic Energy,False,,False,,
Krebs Cycle,False,,False,,
-selected,False,,False,,
Lactic Acid Fermentation,False,,False,,
Last Universal Common Ancestor (LUCA),True,LUCA,False,,
Law (Scientific),False,,False,,
Law of Independent Assortment,False,,False,,
Life Cycle,False,,False,,
Light Reactions,False,,False,,
Limiting  Factor,False,,False,,
Linkage Map,False,,False,,
Linked Genes,False,,False,,
Lipids,False,,False,,
Locus,False,,False,,
Logistic Growth,False,,False,,
Macroevolution,False,,False,,
Macromolecule,False,,False,,
Marine Biome,False,,False,,
Mass  Extinction,False,,False,,
Matrix,False,,False,,
Matter,False,,False,,
Mechanism (Scientific),False,,False,,
Meiosis,False,,False,,
Membrane Potential,False,,False,,
messenger RNA (mRNA),True,RNA,False,,
Metabolism,False,,False,,
Metamorphosis,False,,False,,
Metaphase,False,,False,,
Microevolution,False,,False,,
Migration (Genetics),False,,False,,
Missense Mutation,False,,False,,
"Mitochondria  (Mitochondrion,  singular)",False,,False,,
Mitosis,False,,False,,
Modeling,False,,False,,
Molecular Clock,False,,False,,
Molecule,False,,False,,
Monomer,False,,False,,
Monosaccharide,False,,False,,
Motility,False,,False,,
Multicellular,False,,False,,
Multiple Allele Trait,False,,False,,
Mutagen,False,,False,,
Mutation,False,,False,,
Mutualism,False,,False,,
Natural Resource,False,,False,,
Negative  Feedback  Loop,False,,False,,
,False,,False,,
Neutral  Mutation,False,,False,,
,False,,False,,
Neutralization Reaction,False,,False,,
Niche,False,,False,,
Nitrogen Cycle,False,,False,,
Nitrogen Fixation,False,,False,,
Nondisjunction,False,,False,,
Nonnative Species,False,,False,,
Nonrenewable Resource,False,,False,,
Nonsense Mutation,False,,False,,
Nucleic Acid,False,,False,,
Nucleosomes,False,,False,,
Nucleotide,False,,False,,
"Nucleus  (plural,  Nuclei)",False,,False,,
Observation,False,,False,,
Omnivore,False,,False,,
Operator,False,,False,,
Operon,False,,False,,
Organ,False,,False,,
Organelle,False,,False,,
Organic Compound,False,,False,,
Organic Molecule,False,,False,,
Organism,False,,False,,
Organ System,False,,False,,
Osmoregulation,False,,False,,
Osmosis,False,,False,,
Ozone Hole,False,,False,,
Paleontologist,False,,False,,
,False,,False,,
Parapatric  Speciation,False,,False,,
,False,,False,,
Parasite,False,,False,,
Parasitism,False,,False,,
Passive  Transport,False,,False,,
Pathogen,False,,False,,
Pedigree,False,,False,,
Peripatric  Speciation,False,,False,,
Peripheral Protein,False,,False,,
pH,False,,False,,
Phagocytosis,False,,False,,
Pharmacogenomics,False,,False,,
Phenotype,False,,False,,
Phospholipid  Bilayer,False,,False,,
Phosphorus  Cycle,False,,False,,
Photic Zone,False,,False,,
Photoautotroph,False,,False,,
Photolysis,False,,False,,
Photosynthesis,False,,False,,
Photosystem,False,,False,,
Phylogenetic Tree,False,,False,,
Phylogeny,False,,False,,
Phytoplankton,False,,False,,
Pigment,False,,False,,
Pinocytosis,False,,False,,
Pioneer Species,False,,False,,
Plasma  Membrane,False,,False,,
Plasmid,False,,False,,
"Plasmodesma (plural, Plasmodesmata)",False,,False,,
Plastids,False,,False,,
Point Mutation,False,,False,,
Polarity,False,,False,,
Pollen,False,,False,,
Pollination,False,,False,,
,False,,False,,
Polyadentation,False,,False,,
Polygenic Trait (Characteristic),False,,False,,
Polymer,False,,False,,
Polymerase Chain Reaction (PCR),True,PCR,False,,
Polynucleotide,False,,False,,
Polypeptide,False,,False,,
Polysaccharide,False,,False,,
Population,False,,False,,
Population Density,False,,False,,
Population Distribution,False,,False,,
Population Dynamics,False,,False,,
Population Genetics,False,,False,,
Population Growth Rate (r),False,,False,,
Population Pyramid,False,,False,,
Positive Feedback Loop,False,,False,,
,False,,False,,
Potential Energy,False,,False,,
Precipitation,False,,False,,
Predation,False,,False,,
Predator,False,,False,,
Prediction,False,,False,,
Prey,False,,False,,
Primary Succession,False,,False,,
Principle (Scientific),False,,False,,
Probability,False,,False,,
Producer (Autotroph; Ecological),False,,False,,
Product,False,,False,,
Prokaryote,False,,False,,
Promoter,False,,False,,
Prophase,False,,False,,
Protein,False,,False,,
Protein  Synthesis,False,,False,,
Protist,False,,False,,
Pumps (Ion or Molecular),False,,False,,
Punctuated Equilibrium,False,,False,,
Punnett Square,False,,False,,
Random Fertilization,False,,False,,
,False,,False,,
Reactant,False,,False,,
Reading  Frame,False,,False,,
Recessive Allele,False,,False,,
Recessive Inheritance,False,,False,,
Recombinant DNA,True,DNA,False,,
Regeneration,False,,False,,
Regulatory Element,False,,False,,
Regulatory Protein,False,,False,,
Relative Dating,False,,False,,
Renewable  Resource,False,,False,,
Reproduction,False,,False,,
Reproductive Isolation,False,,False,,
Reservoir,False,,False,,
Respiration,False,,False,,
Restriction Enzyme,False,,False,,
Ribonucleic Acid (RNA),True,RNA,False,,
ribosomal RNA,True,RNA,False,,
Ribosome,False,,False,,
RNA (Ribonucleic acid),True,RNA,False,,
RNA Polymerase,True,RNA,False,,
RNA World Hypothesis,True,RNA,False,,
-selected,False,,False,,
Runoff,False,,False,,
Sampling,False,,False,,
,False,,False,,
Saprotroph,False,,False,,
Saturated Fatty Acid,False,,False,,
Scanning Electron Microscope (SEM),True,SEM,False,,
Scavenger,False,,False,,
Science,False,,False,,
Scientific Investigation,False,,False,,
Scientific Law,False,,False,,
Scientific Method,False,,False,,
Scientific Principle,False,,False,,
Scientific Theory,False,,False,,
Secondary Succession,False,,False,,
Selective Breeding,False,,False,,
Selective Permeability (Semi-permeability),False,,False,,
Semiconservative DNA Replication,True,DNA,False,,
Semipermeability (Selectively  Permeability),False,,False,,
Sessile,False,,False,,
Sex Chromosome,False,,False,,
Sex-Linked Gene,False,,False,,
Sex Linked Trait,False,,False,,
Sexual Dimorphism,False,,False,,
Sexual  Reproduction,False,,False,,
Silent Mutation,False,,False,,
Sister  Chromatids,False,,False,,
Sixth Mass Extinction,False,,False,,
Sodium-Potassium  Pump,False,,False,,
Solubility,False,,False,,
Solute,False,,False,,
Solution,False,,False,,
Solvent,False,,False,,
Somatic Mutation  .,False,,False,,
Spawning,False,,False,,
Specialization,False,,False,,
Speciation,False,,False,,
Species,False,,False,,
Specific Heat,False,,False,,
Spermatogenesis,False,,False,,
Splicing,False,,False,,
Spindle,False,,False,,
Spontaneous Mutation,False,,False,,
Stabilizing Selection,False,,False,,
Statistical Analysis,False,,False,,
Stimulus,False,,False,,
"Stomata (singular, Stoma)",False,,False,,
Stroma,False,,False,,
Sublimation,False,,False,,
Substrate,False,,False,,
Succession,False,,False,,
Surface Tension,False,,False,,
Survivorship Curve,False,,False,,
Symbiosis,False,,False,,
Symbiotic Relationship,False,,False,,
Sympatric  Speciation,False,,False,,
Synthetic Biology,False,,False,,
System,False,,False,,
TATA box,True,TATA,False,,
Taxonomy,False,,False,,
Telophase,False,,False,,
Temperature,False,,False,,
Terrestrial,False,,False,,
Terrestrial Biome,False,,False,,
Tetrad,False,,False,,
Theory (Scientific),False,,False,,
Thermoregulation,False,,False,,
Thylakoid  Membrane,False,,False,,
Tissue,False,,False,,
Transcription,False,,False,,
transfer RNA (tRNA),True,RNA,False,,
Transformation,False,,False,,
Transgenic,False,,False,,
Transgenic Crop,False,,False,,
Translation,False,,False,,
Translocation,False,,False,,
Transmission Electron Microscope (TEM),True,TEM,False,,
Transpiration,False,,False,,
Transport Protein,False,,False,,
Trophic Level,False,,False,,
Turgid,False,,False,,
Unicellular,False,,False,,
Unsaturated Fatty Acid,False,,False,,
Vacuole,False,,False,,
Vesicle,False,,False,,
Vesicle Transport,False,,False,,
Vestigial Structure,False,,False,,
Virus,False,,False,,
Water Cycle,False,,False,,
Wetland,False,,False,,
X-Linked Gene,False,,False,,
X-Linked Trait,False,,False,,
Zooplankton,False,,False,,
Zygote,False,,False,,
